Numéro de la tâche,Date de création de la tâche,Nom de la personne initiatrice de la tâche,Site de réalisation de la tâche,Nature de la tâche,Description de la tâche,Date de début de la tâche,Durée estimée en heure(s) ou journée(s),Nombre de personnes souhaitées,Service N°1 mandaté pour la réalisation de la tâche,Service N°2 mandaté pour la réalisation de la tâche,Service N°3 mandaté pour la réalisation de la tâche
T_P441,44839,Stéphanie Debeil,CPAS,Entretien général,ranger le local PMR ,44839,,1,Vincent,,
T_P443,44841,Stéphanie Debeil,CPAS,Entretien général,retirer tous les cartons des 2 logements de teansit de la rue de paturages,44841,,1,Vincent,,
T_P445,44844,Stéphanie Debeil,CPAS,Entretien général,le 7/11 : agencement du bureau d'Ines pour l'organisation du CSSS,44844,,1,Vincent,,
T_P444,44844,Stéphanie Debeil,ILA,Entretien général,plus d'eau chaude à la cite cosmopolite,44844,,1,Vincent,,
T_P452,44868,Stéphanie Debeil,CPAS,Entretien général,"au 114/3, différents travaux d'entretien sont à réaliser ( fixer armoire, frigo) et chasse des toilettes coule",44868,,1,Vincent,,
T_P453,44868,Stéphanie Debeil,CPAS,Entretien général,enlever le plexyi dans le bureau de corentin ,44868,,1,Vincent,,
T_P451,44868,Stéphanie Debeil,ILA,Entretien général,passer au 114/4 pour les différentes ampoules à changer et vérifier les fenetres ( difficultés à ouvrir) ,44868,,1,Vincent,,
T_P455,44873,Stéphanie Debeil,CPAS,Entretien général,purger les radiateurs de la rue de Paturages  34/1 et 34/2,44873,,1,Vincent,,
T_P456,44874,Stéphanie Debeil,CPAS,Entretien général,prendre les mesures pour tentures aux transits de la rue de Paturages ,44874,,1,Vincent,,
T_P459,44875,Stéphanie Debeil,ILA,Entretien général,aller à la rue Mandart et vérifier comment securiser la fenetre de l'étage,44875,,1,Vincent,,
T_P460,44875,Stéphanie Debeil,CPAS,Entretien général,"au 114/2, rue Charles Dupuis : porte du frigo ne tient plus, la hotte ne fonctionne pas bien, plinthe a refixer dans la chambre, couvertures, draps e t coussins à jeter , verifier la fenetre de la chambre ( ne ferme pas bien) probleme avec la porte exterieure et carreau cassé",44875,,1,Vincent,,
T_P463,44882,Stéphanie Debeil,ILA,Entretien général,evacuer les sacs du hall d'entrée de la rue Charles Dupuis + frigo,44882,,1,Vincent,,
T_P467,44888,Stéphanie Debeil,ILA,Entretien général,Cité Cosmo :vérifier la lampe à la salle de bain et vérifier la porte du frigo,44888,,1,Vincent,,
T_P468,44888,Stéphanie Debeil,CPAS,Entretien général,fixer un cadre dans le bureau de stephanie ,44888,,1,Vincent,,
T_P473,44895,Stéphanie Debeil,CPAS,Entretien général,installer une lampe avec detecteur de mouvement à l'entrée du 114 ,44895,,1,Vincent,,
T_P472,44895,Stéphanie Debeil,CPAS,Entretien général,probleme à l'évier du transit au 34/1 rue de pAturages ,44895,,1,Vincent,,
T_P512,44937,Stéphanie Debeil,CPAS,Entretien général,prendre les bons de commande chez alexandre et aller chercher la marchanidse,44937,,1,Vincent,,
T_P520,44952,Stéphanie Debeil,CPAS,Entretien général,probleme de serrure au bureau de kim/steph,44952,,1,Vincent,,
T_P521,44952,Stéphanie Debeil,CPAS,Entretien général,"Chercher les tiroirs de frigo arrivé à la commune de Quaregnon pour aller réparer le frigo situé au logement ILA à la Cité Cosmopolite 2/21, 7390 Quaregnon",44952,,1,Vincent,,
T_P522,44952,Stéphanie Debeil,CPAS,Entretien général,passage de vincent au 28 rue Mandart pour vérifier l'état des lits,44952,,1,Vincent,,
T_P525,44959,Stéphanie Debeil,ILA,Entretien général,tiroirs à aller cherhcer à l'Adv et à installer à la Cite Cosmo,44959,,1,Vincent,,
T_P526,44959,Stéphanie Debeil,ILA,Electricité,prob d'interrupteur à la rue Mandart,44959,,1,Vincent,,
T_P527,44960,Stéphanie Debeil,CPAS,Entretien général,"114/1  rue Charles dupuis, differents taches à realiser",44960,,1,Vincent,,
T_P532,44965,Stéphanie Debeil,ILA,Entretien général,prendre les  bons commande au service étrangers pour fournitures de cuisine et hygiène à aller prendre chez Extra de Frameries,44965,,1,Vincent,,
T_P535,44967,Stéphanie Debeil,CPAS,Entretien général,reprendre la machine à la laver à la rue de paturages ( tarnsit) et la stocker à l'ADV ,44967,,1,Vincent,,
T_P536,44967,Stéphanie Debeil,CPAS,Entretien général,repertorie le stock de marchandises qu'il reste pour ILA et transit à l'ADV et donner les infos à Alex,44967,,1,Vincent,,
T_P543,44972,Stéphanie Debeil,CPAS,Entretien général,aller chercher la marchanise ce lundi 20/02 chez Extra frameries et tout deposer à la rue mandart ,44972,,1,Vincent,,
T_P546,44973,Stéphanie Debeil,ILA,Entretien général, réparer les sécurités d'escaliers du grenier de la rue Mandart ,44973,,1,Vincent,,
T_P551,44984,Stéphanie Debeil,CPAS,Entretien général,"pour le transit 114/1: enlever la table blanche dans la salle à manger et la stocker à la maison de repos; 
Réparer le boîtier du compteur dans l'appartement ; 
Apporter deux cartons.",44984,,1,Vincent,,
T_P552,44985,Stéphanie Debeil,CPAS,Entretien général,"au 114/2 : eau qui coule du plafond dans le salon (Peut-être un problème chez Madame DIALLO qui se trouve au-dessus)
Fenêtre de la chambre ",44985,,1,Vincent,,
T_P556,44987,Stéphanie Debeil,CPAS,Entretien général,pour le 114/4 : Remplacer les poignées de porte meuble TV et de la commode près de la TV,44987,,1,Vincent,,
T_P558,44991,Stéphanie Debeil,CPAS,Entretien général,"rue mandart 28 ,le micro-ondes ne fonctionne pas et le chauffage qui ne fonctionne pas.",44991,,1,Vincent,,
T_P570,45007,Stéphanie Debeil,ILA,Electricité,verifier l'electricité au grenier ( ampoule) et installer une étagère,45007,,1,Vincent,,
T_P573,45012,Stéphanie Debeil,CPAS,Entretien général,probleme de stabilité au destructeur de papier,45012,,1,Vincent,,
T_P576,45015,Stéphanie Debeil,ILA,Entretien général,"prende le bon commande IKEA concernant 2 armoires au service étrangers pour ensuite chercher la marchandise et les déposer à la rue Mandart 28,",45015,,1,Vincent,,
T_P579,45019,Stéphanie Debeil,CPAS,Entretien général,"enlever les dechets, TV dans le hall du 114 coté transit",45019,,1,Vincent,,
T_P583,45021,Stéphanie Debeil,CPAS,Entretien général,refaire des doubles de clés des logements de transit de la rue de Pâturages et 1 double du 114/2,45021,,1,Vincent,,
T_P589,45027,Stéphanie Debeil,CPAS,Entretien général,enlever le bras du tél dans le bureau de Tina,45027,,1,Vincent,,
T_P588,45027,Stéphanie Debeil,ILA,Entretien général,prendre les mesures à la rue Mandart 28 pour 2 étagères aux 2 gardes robes et donner les infosà Alex pour le BC,45027,,1,Vincent,,
T_P586,45027,Stéphanie Debeil,CPAS,Entretien général,prendre un bon de commande pour Hubo chez stephanie,45027,,1,Vincent,,
T_P590,45029,Stéphanie Debeil,CPAS,Entretien général,au 114/2 diverses tâches,45029,,1,Vincent,,
T_P599,45044,Stéphanie Debeil,CPAS,Entretien général,installer une armoire de l'AVD dans le bureau de Jade ,45044,,1,Vincent,,
T_P600,45054,Stéphanie Debeil,CPAS,Entretien général,"Venir prendre le bon de commande au service étranger pour le magasin Extra de Frameries. Apporter les marchandises à la rue Charles Dupuis 114/4, 7390 Quaregnon chez Mme DIALLO,",45054,,1,Vincent,,
T_P601,45056,Stéphanie Debeil,CPAS,Entretien général,lundi 15/05 allez chercher 6 ballots de foin chez Hendricks pour ines ,45056,,1,Vincent,,
T_P602,45057,Stéphanie Debeil,CPAS,Entretien général," prendre le bon de commande au service étrangers et aller chercher le sèche-linge chez Extra pour l'apporter à la rue Charles Dupuis 114/4, 7390 Quaregnon. Jeter le sèche-linge cassé de Mme DIALLO Assiatou.",45057,,1,Vincent,,
T_P605,45062,Stéphanie Debeil,CPAS,Entretien général,devis pour installation de stores occultants ( ou film occultant) aux transits rue de Paturages ,45062,,1,Vincent,,
T_P609,45070,Stéphanie Debeil,ILA,Entretien général,"prendre le bon commande IKEA au  service étrangers  aller prendre les marchandises à IKEA pour l'apporter chez Mme DIALLO Assiatou à la rue Charles Dupuis 114/4, 7390 Quaregnon. Jeter le porte manteau défectueux ",45070,,1,Vincent,,
T_P612,45071,Stéphanie Debeil,CPAS,Entretien général,114/2 rue Charles Dupuis : boite aux lettres cassee et enlever le divan,45071,,1,Vincent,,
T_P618,45078,Stéphanie Debeil,CPAS,Entretien général,aller chercher les produits chez extra ce vendredi 02/06/2023 et de les déposer à l'appartement vide de la rue de Pâturage,45078,,1,Vincent,,
T_P621,45084,Stéphanie Debeil,CPAS,Entretien général,changer le barillet du 114/03,45084,,1,Vincent,,
T_P628,45093,Stéphanie Debeil,CPAS,Entretien général,mesurer chaque chambre des transits du 114,45093,,1,Vincent,,
T_P632,45097,Stéphanie Debeil,CPAS,Plomberie," douche de Monsieur Santoro, rue de Pâturages 34 est bouchée.",45097,,1,Vincent,,
T_P633,45098,Stéphanie Debeil,CPAS,Entretien général,corniche bouchee au 34 rue de Paturages ,45098,,1,Vincent,,
T_P635,45103,Stéphanie Debeil,CPAS,Entretien général, Vincent d'aller chercher une commande au Bureau Vallée à Mons - rue des Capucins 28/36 à 7000 MONS). Bon de commade chez steph,45103,,1,Vincent,,
T_P636,45103,Stéphanie Debeil,CPAS,Entretien général,jeter les ventilateurs casés,45103,,1,Vincent,,
T_P637,45104,Stéphanie Debeil,CPAS,Entretien général,jetter la  chaise haute d'enfant et  une caisse du 1er de la rue charles dupuis,45104,,1,Vincent,,
T_P641,45106,Stéphanie Debeil,CPAS,Entretien général,prendre les bons de commandes au bureau étranger et reprendre la marchandise à Ikea le 03/07/2023 en matinée,45106,,1,Vincent,,
T_P643,45107,Stéphanie Debeil,CPAS,Entretien général,"prendre les bons de commandes au bureau étranger et aller chercher les marchandises au brico planit.
",45107,,1,Vincent,,
T_P649,45111,Stéphanie Debeil,CPAS,Entretien général,bacs à dossiers bloqué dans le bureau de steph,45111,,1,Vincent,,
T_P651,45112,Stéphanie Debeil,CPAS,Entretien général,remonter un bac pour les dossiers dans le bureau de lao,45112,,1,Vincent,,
T_P652,45120,Stéphanie Debeil,CPAS,Entretien général,"couper le store exterieur dans le bureau d'helene et elodie, ",45120,,1,Vincent,,
T_P661,45147,Stéphanie Debeil,CPAS,Entretien général,prendre un bon de commande pour brico chez jade,45147,,1,Vincent,,
T_P659,45147,Stéphanie Debeil,CPAS,Entretien général,prob avec différentes portes ( voir stephanie),45147,,1,Vincent,,
T_P663,45149,Stéphanie Debeil,CPAS,Entretien général,prendre les index des compteurs energie des logements de transit rue Charles Dupuis et donner les infos à stephanie,45149,,1,Vincent,,
T_P667,45155,Stéphanie Debeil,Magasin,Entretien général,prendre les poubelles situées devant le magasin social à la rue Charles Dupuis et les mettre à l'ADV,45155,,1,Vincent,,
T_P670,45163,Stéphanie Debeil,CPAS,Electricité,reparation de l'interupteur dans le bureau d'Helene Nguyen,45163,,1,Ouvriers_ADV,,
T_P673,45174,Stéphanie Debeil,ILA,Entretien général,"le 21/09 la société vaillant doit realiser l'entretien à la cité cosmo. Si locataire pas present, aller sur place pour donner l'acces au logement",45174,,1,Vincent,,
T_P678,45180,Stéphanie Debeil,CPAS,Entretien général,prob à la porte d'entree des transit de la rue Charles dupuis,45180,,1,Ouvriers_ADV,,
T_P679,45182,Stéphanie Debeil,CPAS,Entretien général,evacuer le ventillateur dans le bureau de stephanie,45182,,1,Vincent,,
T_P682,45183,Stéphanie Debeil,CPAS,Entretien général,descendre à la cave les caisses de masque dans le bureau de stephanie,45183,,1,Vincent,,
T_P681,45183,Stéphanie Debeil,CPAS,Entretien général,vérifier les bureaux dispo pour les nouveaux AS ( voir avec stephanie),45183,,1,Vincent,,
T_P685,45187,Stéphanie Debeil,CPAS,Marchandises magasin,Aller chercher 2 ventilateurs chez Mr Bricolage Frameries,45187,,1,Vincent,,
T_P687,45188,Stéphanie Debeil,ILA,Entretien général,probleme avec le meuble au dessus de l'évier chez mme Diallo,45188,,1,Vincent,,
T_P692,45194,Stéphanie Debeil,CPAS,Entretien général,enlèvement de la commande chez Bureau Vallée à Mons; Morgane a le BC,45194,,1,Vincent,,
T_P694,45197,Stéphanie Debeil,CPAS,Entretien général,"aller en urgence le 29/09 après 9h30 chez Kameleon Textile, Grand route 54 à Mons pour prendre ma commande de Tote Bag . Jade a le BC",45197,,1,Vincent,,
T_P704,45215,Stéphanie Debeil,CPAS,Chauffage,Charles Dupuis 114/1 :plus d'eau chaude ni de chauffage depuis samedi.,45215,,1,Vincent,,
T_P708,45218,Stéphanie Debeil,CPAS,Electricité,verifier/refaire les cables du poste 606 et 608 ,45218,,1,Ouvriers_ADV,,
T_P721,45253,Stéphanie Debeil,CPAS,Entretien général,"Prendre document au bureau du service étrangers dans le bac à traiter sur mon bureau et relever les compteurs des index actuel pour Ores à la rue Mandart 28, 7390 Quaregnon. Rendre le doc à Alex",45253,,1,Ouvriers_ADV,,
T_P722,45257,Stéphanie Debeil,CPAS,Entretien général,prendre un BC chez alex et aller chercher la marchandise chez Weba,45257,,1,Vincent,,
T_P731,45268,Stéphanie Debeil,CPAS,Entretien général,prendre un BC chez jade et aller chercher la marchandise à Mons ,45268,,1,Vincent,,
T_P730,45268,Stéphanie Debeil,CPAS,Entretien général,enlever des encombrants aux transits de la rue de Paturages ,45268,,1,Vincent,,
T_P732,45268,Stéphanie Debeil,CPAS,Entretien général,Relever les index des compteurs d'eau à la rue Mandart et à la Cité Cosmopolite. Les docs de la SWDE sont au service étrangers.,45268,,1,Vincent,,
T_P737,45279,Stéphanie Debeil,ILA,Entretien général,relever les index de gaz à la rue mandart,45279,,1,Vincent,,
T_P738,45287,Stéphanie Debeil,CPAS,Entretien général,debarasser l'ILA de la rue Mandart ,45287,,1,Vincent,,
T_P746,45307,Stéphanie Debeil,CPAS,Entretien général,changer le barillet du 114/02 ,45307,,1,Vincent,,
T_P747,45307,Stéphanie Debeil,CPAS,Entretien général,changer le barrilet du 114/2 rue charles dupuis ,45307,,1,Vincent,,
T_P750,45314,Stéphanie Debeil,ILA,Entretien général,"prendre un BC au service étranger, prendre la marchandise chez extra et tout apporter à la rue mandart 28, vérifier la chaudiere de la rue mandart",45314,,1,Vincent,,
T_P753,45316,Stéphanie Debeil,ILA,Entretien général,"prendre 3 bons de commandes au  bureau du service étrangerset aller 
 Chercher les fournitures ",45316,,1,Vincent,,
T_P755,45320,Stéphanie Debeil,ILA,Entretien général,"prendre le bon de commande au service étrangers, prendrela marchandises chez Extra et les apporter à la rue Mandart 28.",45320,,1,Vincent,,
T_P761,45320,Stéphanie Debeil,ILA,Entretien général,"Prendre le bon commande au service étrangers, aller chercher le matelas pour bébé au CLICK&COLLECT d'Ikea de Mons, et l'apporter à la rue Mandart 28, 7390 ",45320,,1,Vincent,,
T_P766,45323,Stéphanie Debeil,CPAS,Entretien général,faire un  double de clefs du transit;  charles dupuis 114/1 ,45323,,1,Vincent,,
T_P765,45323,Stéphanie Debeil,CPAS,Entretien général,"jeter des dechets du 114/, rue Charlers Dupuis ( voir audrey)",45323,,1,Vincent,,
T_P764,45323,Stéphanie Debeil,ILA,Entretien général,Faire un double des clefs du double des clefs de la rue Mandart 28,45323,,1,Vincent,,
T_P767,45327,Stéphanie Debeil,CPAS,Entretien général,prob de chaudiere et de wc a l'ILA de la cite cosmopolite,45327,,1,Vincent,,
T_P770,45330,Stéphanie Debeil,CPAS,Entretien général,"Prendre les bons commandes concernant les doubles des clefs des logements et aller chercher les doubles chez Denis à Saint-Ghislain (pour faire celle de la rue Mandart 28, rue Charles Dupuis 114/1 et 114/2",45330,,1,Vincent,,
T_P769,45330,Stéphanie Debeil,CPAS,Entretien général,reception de la commande au bureau Vallée,45330,,1,Vincent,,
T_P775,45338,Stéphanie Debeil,ILA,Entretien général,prob au lave vaisselle de la rue mandart 28,45338,,1,Vincent,,
T_P776,45341,Stéphanie Debeil,CPAS,Entretien général,anger la planche des WC de l'appartement 114/2,45341,,1,Vincent,,
T_P781,45359,Stéphanie Debeil,CPAS,Entretien général,renforcer le garde corps du grenier de la rue Mandart ( ILA),45359,,1,Vincent,,
T_P783,45362,Stéphanie Debeil,ILA,Entretien général,probleme de store au 114/4 Charles Dupuis ,45362,,1,Vincent,,
T_P782,45362,Stéphanie Debeil,ILA,Entretien général,toilettes bouchées au 114 rue C Dupuis,45362,,1,Vincent,,
T_P785,45363,Stéphanie Debeil,CPAS,Entretien général,"au 114/2 : mur de l'ancienne cheminée ainsi et mur derrière la TV  remplis d'humidité.
 réparer ou  remplacer l'extracteur d'air dans la SDB.",45363,,1,Vincent,,
T_P784,45363,Stéphanie Debeil,ILA,Entretien général,"au 114/4 : mettre une nouvelle latte au sommier du lit, reparer le store et fuite à l'évier",45363,,1,Vincent,,
T_P792,45377,Stéphanie Debeil,ILA,Entretien général,lampe défectueuse à la cuisine  la rue  Mandart 28,45377,,1,Vincent,,
T_P793,45377,Stéphanie Debeil,ILA,Entretien général,prendre les mesures au 114/1 pour installer des rideaux et des stores,45377,,1,Vincent,,
T_P795,45378,Stéphanie Debeil,ILA,Entretien général,prendre le bon commande de Weba au service étranger et aller chercher l'armoire à chaussure pour déposer à la rue Charles Dupuis 114/4 ,45378,,1,Vincent,,
T_P798,45390,Stéphanie Debeil,CPAS,Plomberie, le 114/1: la chasse d'eau coule,45390,,1,Vincent,,
T_P806,45400,Stéphanie Debeil,CPAS,Entretien général,prendre un BC au service administratif du service social et aller chercher la commande au bureau vallee,45400,,1,Vincent,,
T_P807,45400,Stéphanie Debeil,CPAS,Entretien général,prendre la déchiqueteuse dans le bureau de stephanie ,45400,,1,Vincent,,
T_P809,45404,Stéphanie Debeil,CPAS,Entretien général,la porte d'enrée du batiment ne se ferme pas correctement ,45404,,1,Vincent,,
T_P810,45404,Stéphanie Debeil,ILA,Plomberie,"à la rue Charles Dupuis 114/4 , probleme de canalisation ",45404,,1,Vincent,,
T_P823,45419,Stéphanie Debeil,ILA,Plomberie,fuite de l'évier de la rue Mandart 28,45419,,1,Vincent,,
T_P833,45440,Stéphanie Debeil,CPAS,Entretien général,prendre au 114/1 rue Ch Dupuis  les essuies et literie pour deposer à l'ADV,45440,,1,Vincent,,
T_P835,45447,Stéphanie Debeil,ILA,Entretien général,Cité Cosmopolite :remplacer les piles de l'extincteur dans le hall d'entrée de l'appartement,45447,,1,Vincent,,
T_P837,45450,Stéphanie Debeil,ILA,Entretien général,cite cosmo :peindre mur de la cuisine et salle de bain + mettre armature lampe de la cuisine + fixer plaque sur le côté de la Hotte de la cuisine,45450,,2,Vincent,,
T_P836,45450,Stéphanie Debeil,ILA,Entretien général,rue mandart :Rehausser la balustrade du grenier pour arriver à 1 mètres de hauteur + rajouter un plexiglass des deux côtés,45450,,1,Vincent,,
T_P838,45450,Stéphanie Debeil,ILA,Entretien général,"rue Charles Dupuis 114/04, Réparer armoire  + fixer plaque en dessous de la barrière de sécurité de la fenêtre du salon et de la chambre + installer la couverture anti feu à proximité de la cuisinière  + remettre un cache vue à la fenêtre de la salle de bain + sécuriser la prise de la salle de bain",45450,,1,Vincent,,
T_P848,45460,Stéphanie Debeil,ILA,Entretien général,"Rue Charles Dupuis 114/1: (préparation à une nouvelle intégration au logement)
-Prendre les mesures pour l'installation de tentures dans les chambres du logement + faire un devis si possible.",45460,,1,Vincent,,
T_P847,45460,Stéphanie Debeil,ILA,Entretien général,"Rue Mandart 28:
-Remplacer une ampoule LED dans le living.",45460,,1,Vincent,,
T_P849,45461,Stéphanie Debeil,CPAS,Entretien général,aller chercher le barilet cheze Denis et l'installer au 43 rue J Menin ,45461,,1,Vincent,,
T_P850,45462,Stéphanie Debeil,CPAS,Entretien général,prendre l'exctincteur à la cave pour l'ILA mais vérifier que l'entretien de ce dernier est OK,45462,,1,Vincent,,
T_P855,45467,Stéphanie Debeil,CPAS,Entretien général,verifier la boite à clés dans le bureau de Kim et Steph,45467,,1,Vincent,,
T_P858,45468,Stéphanie Debeil,ILA,Entretien général,Constater le modèle qu'il faut et commander une nouvelle perche à coupole pour la rue Mandart (SDB) ,45468,,1,Vincent,,
T_P859,45468,Stéphanie Debeil,ILA,Entretien général,Prendre le produit anti-moisissure pour frotter la moisissure présente au niveau de la coupole (accessible uniquement via une échelle) et laisser le produit sur place.: rue mandart,45468,,1,Vincent,,
T_P868,45476,Stéphanie Debeil,CPAS,Entretien général,changer le barillet du logement de transit de la rue de Paturage et aller jetter les dechets du loement,45476,,1,Vincent,,
T_P871,45481,Stéphanie Debeil,ILA,Entretien général,faire des devis pour les stores de l'ILA de la rue Charles Dupuis,45481,,1,Vincent,,
T_P874,45483,Stéphanie Debeil,CPAS,Entretien général,infiltration d''eau aux toilettes femmes du 2eme étage du CPAS,45483,,1,Vincent,,
T_P875,45484,Stéphanie Debeil,CPAS,Entretien général,installer la tableau dans le couloir du 1er ( voir thibault ou corentin) ,45484,,1,Vincent,,
T_P877,45485,Stéphanie Debeil,CPAS,Entretien général,aller chrecher une commande au BRICo pour Jade,45485,,1,Vincent,,
T_P885,45496,Stéphanie Debeil,CPAS,Electricité,prob de neon dans le bureau de Jade/Lorena/Alexia,45496,,1,Vincent,,
T_P886,45497,Stéphanie Debeil,CPAS,Entretien général,probleme de chauffage au 114/1 ru Ch Dupuis,45497,,1,Vincent,,
T_P888,45505,Stéphanie Debeil,CPAS,Chauffage,"au 114/1, le chauffage fonctionne en permanence",45505,,1,Vincent,,
T_P892,45513,Stéphanie Debeil,ILA,Entretien général,a la cité cosmo : remplacer le multiprise dans la cuisine,45513,,1,Vincent,,
T_P894,45516,Stéphanie Debeil,ILA,Entretien général,"rue Mandart :
-remplacer l'interrupteur éclairage cave.
-Refixer la première charnière de la porte du grenier",45516,,1,Vincent,,
T_P899,45532,Stéphanie Debeil,ILA,Entretien général,Passer à la rue Mandart 28 pour vérifier le problème de fissure déclaré par la famille qui loge dans le logment.,45532,1,1,Vincent,,
T_P900,45534,Stéphanie Debeil,CPAS,Plomberie,rue Charles Dupuis 114/ :  l'évier de cuisine est  bouché ,45534,,1,Vincent,,
T_P910,45558,Stéphanie Debeil,CPAS,Entretien général,éparation de la chasse d'eau de la rue Charles Dupuis 114/3 ,45558,,1,Vincent,,
T_P922,45572,Stéphanie Debeil,CPAS,Entretien général,8/10 : aller cherhcer la cuisinière à electro depot et la deposer à la rue J Menin,45572,,1,Vincent,,
T_P923,45572,Stéphanie Debeil,CPAS,Entretien général,10/10 : aller chez Ikea à 10h prendre les luminaires et matelas  pour la rue J Menin. Les deposer dans le logement et instaler les luminaires,45572,,1,Vincent,,
T_P927,45576,Stéphanie Debeil,ILA,Entretien général,"Repreindre, ""rafraichir"" l'ILA de la rue Mandart",45576,,1,Vincent,,
T_P928,45579,Stéphanie Debeil,CPAS,Entretien général,la porte d'entrée du CPAS ne se ferme plus correctement,45579,,1,Vincent,,
T_P950,45604,Stéphanie Debeil,CPAS,Entretien général,"pour la rue J menin : purger les radiatuers, vérifier le niveau d'eau de la chaudiere",45604,,1,Vincent,,
T_P954,45608,Stéphanie Debeil,ILA,Plomberie,cite cosmopolite : evier de la salle de bain bouché,45608,,1,Vincent,,
T_P958,45610,Stéphanie Debeil,Roseraie,Entretien général,prendre un BC chez stephanie pour aller cherhcer un commande chez Scientia,45610,,1,Vincent,,
T_P962,45616,Stéphanie Debeil,ILA,Plomberie,fuite d'eau dans la salle de bain de la cite cosmo,45616,,1,Vincent,,
T_P966,45621,Stéphanie Debeil,ILA,Entretien général,verifier l'état de la hotte de la rue Mandart 28 ,45621,,1,Vincent,,
T_P987,45644,Stéphanie Debeil,CPAS,Entretien général," installer les tentures à la rue Jean Menin.
Attention, il y a un châssis qui est plus large que les autres et nécessite un porte barre dans le centre pour gérer le poids. Sur cette même barre, il faudra y installer 3 rideaux.",45644,,1,Vincent,,
T_P1005,45664,Stéphanie Debeil,CPAS,Entretien général,Tentures à accrocher au 34 et 34/1 de la rue de Pâturages.,45664,,1,Vincent,,
T_P1009,45667,Stéphanie Debeil,CPAS,Entretien général,mettre des ampoules au 114/2 rue charles dupuis,45667,,1,Vincent,,
T_P1012,45670,Stéphanie Debeil,CPAS,Entretien général,aller vérifier les canalisations du 114/2 de l'évier de la cuisine,45670,,1,Vincent,,
T_P1014,45670,Stéphanie Debeil,ILA,Entretien général, Cité Cosmopolite 2/21 et voir l'évier de la salle de bain qui est bouché,45670,,1,Vincent,,
T_P1013,45670,Stéphanie Debeil,ILA,Entretien général,au 114/4 et vérifier le sommier du lit de Mme  ( reparable ou pas),45670,,1,Vincent,,
T_P1020,45681,Stéphanie Debeil,ILA,Entretien général,prendre le bon de commande de Van Marck au bureau des etrangers et aller chercher les fournitures,45681,,1,Vincent,,
T_P1033,45699,Stéphanie Debeil,CPAS,Entretien général,"àr la rue de Pâturages:
tentures à accrocher. ",45699,,1,Vincent,,
T_P1032,45699,Stéphanie Debeil,ILA,Entretien général,rue Mandart : L'aimant du coffret électrique permettant de bien fermer le coffret est cassé.,45699,,1,Vincent,,
T_P1044,45706,Stéphanie Debeil,ILA,Entretien général,"a la rue Charles Dupuis 114/4, 7390 Quaregnon : pour réparer le lit",45706,,1,Vincent,,
T_P1047,45706,Stéphanie Debeil,CPAS,Entretien général,24/02/2025 à 14h00 au 34 rue de Pâturage: besoin de la présence de vincent pour relever les compteurs gaz et eau,45706,,1,Vincent,,
T_P1048,45706,Stéphanie Debeil,ILA,Electricité,prendre  lale BC bureau des étrangers pour une hotte et l'installer à la rue mandart,45706,,1,Vincent,,
T_P1049,45708,Stéphanie Debeil,ILA,Entretien général,changement d'ampoules cite cosmo,45708,,1,Vincent,,
T_P1057,45722,Stéphanie Debeil,CPAS,Entretien général, prendre le bon de commande de la machine à laver au service étranger et aller le prendre chez Kreffel à hornu pour ensuite l'installer à la rue Mandart 28,45722,,1,Vincent,,
T_P1058,45722,Stéphanie Debeil,CPAS,Plomberie,"Aller à la rue Jean Menin 43 et voir ce qui se passe au niveau du robinet, l'eau ne coule plus.",45722,,1,Vincent,,
T_P1060,45723,Stéphanie Debeil,CPAS,Entretien général,toilettes bouchees au 114/3,45723,,1,Vincent,,
T_P1063,45727,Stéphanie Debeil,CPAS,Entretien général,deposer la machine à laver de la rue Mandart chez Busi pour un devis,45727,,1,Vincent,,
T_P1065,45728,Stéphanie Debeil,CPAS,Entretien général,"Venir au bureau du service étrangers, prendre le bon de commande concernant les ampoules, cheville et plafonnier. Pour ensuite les installer à la Cité Cosmopolite 2/21",45728,,1,Vincent,,
T_P1080,45740,Stéphanie Debeil,ILA,Entretien général,"prendre le bon de commande concernant la hotte au bureau du service étrangers, et lretirer la marchandise chez Ikea",45740,,1,Vincent,,
T_P1086,45755,Stéphanie Debeil,CPAS,Entretien général,Rue de Pâturages - prendre les mesures et définir les matériaux nécessaire pour réaliser un moustiquaire,45755,,1,Vincent,,
T_P1088,45758,Stéphanie Debeil,CPAS,Entretien général,15/04 : changer le barrillet du 114/1 ,45758,,1,Vincent,,
T_P1103,45782,Stéphanie Debeil,ILA,Entretien général,wc bouchés à la rue mandart,45782,,1,Vincent,,
T_P1106,45783,Stéphanie Debeil,CPAS,Entretien général,"réaliser des devis pour le 114/03 : 
-1 plafonniers globe, 
-1 planche MDF,
-Cornière en L 18 mm",45783,,1,Vincent,,
T_P1105,45783,Stéphanie Debeil,CPAS,Entretien général,"faire le point au 114-03 sur les travaux, reparations à réaliser",45783,,1,Vincent,,
T_P1107,45785,Stéphanie Debeil,CPAS,Entretien général,13/05 7h45 : aller chercher meuble WC chez Véro et le déposer dans le bureau de Stéphanie Debeil,45785,,1,Vincent,,
T_P1111,45786,Stéphanie Debeil,CPAS,Entretien général,Pour la rue Mandart:  Tailler les ronces qui envahissent la cour.,45786,,1,Vincent,,
T_P1110,45786,Stéphanie Debeil,CPAS,,"au 114/3: évacuer le matelas, le divan ainsi que le fauteuil.",45786,,1,Vincent,,
